period,agency,record,record_label,approp,allot_ps,allot_mode,allot_co,allot_tot,oblig_ps,oblig_mode,oblig_co,oblig_tot,uoblig_ps,uoblig_mode,uoblig_co,uoblig_tot,obligrate
2011_Q2,Department of Agrarian Reform,budget_agency,            Agency Specific Budget,,3941737,2912877,1196004,8050618,2143965,2280299,96146,4520410,1797772,632578,1099858,3530208,
2011_Q2,Department of Agrarian Reform,budget_spf,            Special Purpose Funds,,68828,,7705,76533,249088,,,249088,-180260,0,7705,-172555,
2011_Q2,Department of Agrarian Reform,budget_automatic,            Automatic Appro,,339903,106148,,446051,177300,106148,,283448,162603,0,0,162603,
2011_Q2,Department of Agrarian Reform,contappro,     Continuing Appro,,,919378,1708793,2628171,,859641,306803,1166444,0,59737,1401990,1461727,
2011_Q2,Department of Agrarian Reform,contappro_end,            Unobligated Allotment as of 12/31/10,,,789378,1708793,2498171,,759641,306803,1066444,0,29737,1401990,1431727,
2011_Q2,Department of Agrarian Reform,contappro_fy,            Allotment Releases in FY 2011,,,130000,,130000,,100000,,100000,0,30000,0,30000,
2011_Q2,Department of Agriculture,budget,Department of Agriculture,,3353321,12595859,19398903,35348083,1744835,3694153,10417457,15856445,1608486,8901706,8981446,19491638,0.4485800545
2011_Q2,Department of Agriculture,budget_curr,      Current Year Budget,,3353321,9733072,14711252,27797645,1738203,2408480,8842906,12989589,1615118,7324592,5868346,14808056,
2011_Q2,Department of Agriculture,budget_agency,            Agency Specific Budget,,2914332,9441571,14690565,27046468,1510509,2364342,8741900,12616751,1403823,7077229,5948665,14429717,
2011_Q2,Department of Agriculture,budget_spf,            Special Purpose Funds,,173465,245895,18835,438195,93702,11874,99906,205482,79763,234021,-81071,232713,
2011_Q2,Department of Agriculture,budget_automatic,            Automatic Appro,,265524,45606,1852,312982,133992,32264,1100,167356,131532,13342,752,145626,
2011_Q2,Department of Agriculture,contappro,     Continuing Appro,,,2862787,4687651,7550438,6632,1285673,1574551,2866856,-6632,1577114,3113100,4683582,
2011_Q2,Department of Agriculture,contappro_end,            Unobligated Allotment as of 12/31/10,,,2794987,4685651,7480638,,1285301,1574551,2859852,0,1509686,3111100,4620786,
2011_Q2,Department of Agriculture,contappro_fy,            Allotment Releases in FY 2011,,,67800,2000,69800,6632,372,,7004,-6632,67428,2000,62796,
2011_Q2,Department of Budget and Management,budget,Department of Budget and Management,,878762,1076359,235602,2190723,677970,180736,3156,861862,200792,895623,232446,1328861,0.3934144116
2011_Q2,Department of Budget and Management,budget_curr,      Current Year Budget,,878762,425333,31620,1335715,677970,93033,83,771086,200792,332300,31537,564629,
2011_Q2,Department of Budget and Management,budget_agency,            Agency Specific Budget,,532432,397906,31620,961958,373371,65867,83,439321,159061,332039,31537,522637,
2011_Q2,Department of Budget and Management,budget_spf,            Special Purpose Funds,,37741,,,37741,12863,,,12863,24878,0,0,24878,
2011_Q2,Department of Budget and Management,budget_automatic,            Automatic Appro,,308589,27427,,336016,291736,27166,,318902,16853,261,0,17114,
2011_Q2,Department of Budget and Management,contappro,     Continuing Appro,,,651026,203982,855008,,87703,3073,90776,0,563323,200909,764232,
2011_Q2,Department of Budget and Management,contappro_end,            Unobligated Allotment as of 12/31/10,,,651026,203982,855008,,86240,3073,89313,0,564786,200909,765695,
2011_Q2,Department of Budget and Management,contappro_fy,            Allotment Releases in FY 2011,,,,,0,,1463,,1463,0,-1463,0,-1463,
2011_Q2,Department of Education,budget,Department of Education,,171650472,21516608,9672315,202839395,84183471,6515125,3710542,94409138,87467001,15001483,5961773,108430257,0.4654378801
2011_Q2,Department of Education,budget_curr,      Current Year Budget,,171650472,17078472,6840392,195569336,84174341,5650778,1612136,91437255,87476131,11427694,5228256,104132081,
2011_Q2,Department of Education,budget_agency,            Agency Specific Budget,,142555084,16833498,6791504,166180086,72391293,5626076,1612136,79629505,70163791,11207422,5179368,86550581,
2011_Q2,Department of Education,budget_spf,            Special Purpose Funds,,14394509,54776,2542,14451827,5214287,4701,,5218988,9180222,50075,2542,9232839,
2011_Q2,Department of Education,budget_automatic,            Automatic Appro,,14700879,190198,46346,14937423,6568761,20001,,6588762,8132118,170197,46346,8348661,
2011_Q2,Department of Education,contappro,     Continuing Appro,,,4438136,2831923,7270059,9130,864347,2098406,2971883,-9130,3573789,733517,4298176,
2011_Q2,Department of Education,contappro_end,            Unobligated Allotment as of 12/31/10,,,4387136,2726153,7113289,9130,864347,2098406,2971883,-9130,3522789,627747,4141406,
2011_Q2,Department of Education,contappro_fy,            Allotment Releases in FY 2011,,,51000,105770,156770,,,,0,0,51000,105770,156770,
2011_Q2,State Universities and Colleges,budget,State Universities and Colleges,,22027811,3297629,73838,25399278,10878646,1594805,32057,12505508,11149165,1702824,41781,12893770,0.49235683
2011_Q2,State Universities and Colleges,budget_curr,      Current Year Budget,,22027811,3045413,3000,25076224,10837671,1483853,17195,12338719,11190140,1561560,-14195,12737505,
2011_Q2,State Universities and Colleges,budget_agency,            Agency Specific Budget,,17518422,2900294,,20418716,9345634,1439272,,10784906,8172788,1461022,0,9633810,
2011_Q2,State Universities and Colleges,budget_spf,            Special Purpose Funds,,2676711,145119,3000,2824830,696196,44581,17195,757972,1980515,100538,-14195,2066858,
2011_Q2,State Universities and Colleges,budget_automatic,            Automatic Appro,,1832678,,,1832678,795841,,,795841,1036837,0,0,1036837,
2011_Q2,State Universities and Colleges,contappro,     Continuing Appro,,,252216,70838,323054,40975,110952,14862,166789,-40975,141264,55976,156265,
2011_Q2,State Universities and Colleges,contappro_end,            Unobligated Allotment as of 12/31/10,,,67706,21638,89344,4109,82306,10762,97177,-4109,-14600,10876,-7833,
2011_Q2,State Universities and Colleges,contappro_fy,            Allotment Releases in FY 2011,,,184510,49200,233710,36866,28646,4100,69612,-36866,155864,45100,164098,
2011_Q2,Department of Energy,budget,Department of Energy,,264720,1725595,121906,2112221,130768,376657,1402,508827,133952,1348938,120504,1603394,0.2408966675
2011_Q2,Department of Energy,budget_curr,      Current Year Budget,,264720,1464984,40044,1769748,130768,348325,790,479883,133952,1116659,39254,1289865,
2011_Q2,Department of Energy,budget_agency,            Agency Specific Budget,,202050,687944,37170,927164,118524,108240,,226764,83526,579704,37170,700400,
2011_Q2,Department of Energy,budget_spf,            Special Purpose Funds,,39658,,,39658,1251,,,1251,38407,0,0,38407,
2011_Q2,Department of Energy,budget_automatic,            Automatic Appro,,23012,777040,2874,802926,10993,240085,790,251868,12019,536955,2084,551058,
2011_Q2,Department of Energy,contappro,     Continuing Appro,,,260611,81862,342473,,28332,612,28944,0,232279,81250,313529,
2011_Q2,Department of Energy,contappro_end,            Unobligated Allotment as of 12/31/10,,,260611,81862,342473,,28332,612,28944,0,232279,81250,313529,
2011_Q2,Department of Energy,contappro_fy,            Allotment Releases in FY 2011,,,,,0,,,,0,0,0,0,0,
2011_Q2,Department of Environment and Natural Resources,budget,Department of Environment and Natural Resources,,5329922,4823703,3493790,13647415,2767388,1535998,594831,4898217,2562534,3287705,2898959,8749198,0.358911706
2011_Q2,Department of Environment and Natural Resources,budget_curr,      Current Year Budget,,5329922,4054248,2439255,11823425,2767388,1267704,447129,4482221,2562534,2786544,1992126,7341204,
2011_Q2,Department of Environment and Natural Resources,budget_agency,            Agency Specific Budget,,4862742,4033048,2395578,11291368,2468907,1106457,447129,4022493,2393835,2926591,1948449,7268875,
2011_Q2,Department of Environment and Natural Resources,budget_spf,            Special Purpose Funds,,55017,900,,55917,90551,161247,,251798,-35534,-160347,0,-195881,
2011_Q2,Department of Environment and Natural Resources,budget_automatic,            Automatic Appro,,412163,20300,43677,476140,207930,,,207930,204233,20300,43677,268210,
2011_Q2,Department of Environment and Natural Resources,contappro,     Continuing Appro,,,769455,1054535,1823990,,268294,147702,415996,0,501161,906833,1407994,
2011_Q2,Department of Environment and Natural Resources,contappro_end,            Unobligated Allotment as of 12/31/10,,,768455,1054535,1822990,,268294,147702,415996,0,500161,906833,1406994,
2011_Q2,Department of Environment and Natural Resources,contappro_fy,            Allotment Releases in FY 2011,,,1000,,1000,,,,0,0,1000,0,1000,
2011_Q2,Department of Finance,budget,Department of Finance,,6185503,8237806,1660036,16083345,2953895,2076605,159532,5190032,3231608,6161201,1500504,10893313,0.3226960561
2011_Q2,Department of Finance,budget_curr,      Current Year Budget,,6185503,7658032,544917,14388452,2856160,1824607,79603,4760370,3329343,5833425,465314,9628082,
2011_Q2,Department of Finance,budget_agency,            Agency Specific Budget,,4859193,3547624,320431,8727248,2361167,1663215,65688,4090070,2498026,1884409,254743,4637178,
2011_Q2,Department of Finance,budget_spf,            Special Purpose Funds,,806345,18996,,825341,289783,25286,,315069,516562,-6290,0,510272,
2011_Q2,Department of Finance,budget_automatic,            Automatic Appro,,519965,4091412,224486,4835863,205210,136106,13915,355231,314755,3955306,210571,4480632,
2011_Q2,Department of Finance,contappro,     Continuing Appro,,,579774,1115119,1694893,97735,251998,79929,429662,-97735,327776,1035190,1265231,
2011_Q2,Department of Finance,contappro_end,            Unobligated Allotment as of 12/31/10,,,514274,1097122,1611396,,251998,62781,314779,0,262276,1034341,1296617,
2011_Q2,Department of Finance,contappro_fy,            Allotment Releases in FY 2011,,,65500,17997,83497,97735,,17148,114883,-97735,65500,849,-31386,
2011_Q2,Department of Foreign Affairs,budget,Department of Foreign Affairs,,5396350,8168484,85522,13650356,2503412,3811451,38163,6353026,2892938,4357033,47359,7297330,0.465411012
2011_Q2,Department of Foreign Affairs,budget_curr,      Current Year Budget,,5396350,6918440,62394,12377184,2503412,3285016,36282,5824710,2892938,3633424,26112,6552474,
2011_Q2,Department of Foreign Affairs,budget_agency,            Agency Specific Budget,,5200875,4012806,62394,9276075,2402578,1180447,36282,3619307,2798297,2832359,26112,5656768,
2011_Q2,Department of Foreign Affairs,budget_spf,            Special Purpose Funds,,120277,2905634,,3025911,72165,2104569,,2176734,48112,801065,0,849177,
2011_Q2,Department of Foreign Affairs,budget_automatic,            Automatic Appro,,75198,,,75198,28669,,,28669,46529,0,0,46529,
2011_Q2,Department of Foreign Affairs,contappro,     Continuing Appro,,,1250044,23128,1273172,,526435,1881,528316,0,723609,21247,744856,
2011_Q2,Department of Foreign Affairs,contappro_end,            Unobligated Allotment as of 12/31/10,,,1247044,23128,1270172,,523435,1881,525316,0,723609,21247,744856,
2011_Q2,Department of Foreign Affairs,contappro_fy,            Allotment Releases in FY 2011,,,3000,,3000,,3000,,3000,0,0,0,0,
2011_Q2,Department of Health,budget,Department of Health,,8657884,15483046,4691966,28832896,4448503,7228016,4336052,16012571,4209381,8255030,355914,12820325,0.5553577067
2011_Q2,Department of Health,budget_curr,      Current Year Budget,,8657884,12633564,1049700,22341148,4448503,4463721,1006606,9918830,4209381,8169843,43094,12422318,
2011_Q2,Department of Health,budget_agency,            Agency Specific Budget,,7138619,12020119,1010094,20168832,3834421,4165957,1002192,9002570,3304198,7854162,7902,11166262,
2011_Q2,Department of Health,budget_spf,            Special Purpose Funds,,832832,161104,36107,1030043,302738,39698,4414,346850,530094,121406,31693,683193,
2011_Q2,Department of Health,budget_automatic,            Automatic Appro,,686433,452341,3499,1142273,311344,258066,,569410,375089,194275,3499,572863,
2011_Q2,Department of Health,contappro,     Continuing Appro,,,2849482,3642266,6491748,,2764295,3329446,6093741,0,85187,312820,398007,
2011_Q2,Department of Health,contappro_end,            Unobligated Allotment as of 12/31/10,,,2695082,3579355,6274437,,2687295,3274446,5961741,0,7787,304909,312696,
2011_Q2,Department of Health,contappro_fy,            Allotment Releases in FY 2011,,,154400,62911,217311,,77000,55000,132000,0,77400,7911,85311,
